MonthlyIncome,effort
2000.0,"(-0.001, 0.000309]"
2917.0,"(0.00134, 0.00214]"
8287.0,"(0.00214, 0.00287]"
11166.0,"(0.00134, 0.00214]"
9850.0,"(0.00214, 0.00287]"
7411.0,"(0.00649, 0.04]"
4266.0,"(0.000309, 0.00134]"
6648.0,"(0.00287, 0.00367]"
2500.0,"(0.00134, 0.00214]"
5632.0,"(0.00287, 0.00367]"
3969.0,"(0.00214, 0.00287]"
3500.0,"(0.000309, 0.00134]"
4800.0,"(0.00287, 0.00367]"
4000.0,"(0.000309, 0.00134]"
12937.0,"(0.00287, 0.00367]"
25519.0,"(0.000309, 0.00134]"
8050.0,"(0.00367, 0.00468]"
17746.0,"(-0.001, 0.000309]"
3906.0,"(0.00367, 0.00468]"
2757.0,"(0.00367, 0.00468]"
15000.0,"(0.00214, 0.00287]"
6000.0,"(-0.001, 0.000309]"
8333.0,"(0.00287, 0.00367]"
4100.0,"(0.00367, 0.00468]"
4219.0,"(0.00214, 0.00287]"
2750.0,"(0.00468, 0.00649]"
4779.0,"(0.00134, 0.00214]"
9800.0,"(0.00214, 0.00287]"
11383.0,"(-0.001, 0.000309]"
5300.0,"(0.00468, 0.00649]"
9750.0,"(-0.001, 0.000309]"
1981.0,"(0.00649, 0.04]"
11395.0,"(0.00649, 0.04]"
12914.0,"(0.00287, 0.00367]"
7400.0,"(0.000309, 0.00134]"
3360.0,"(0.00649, 0.04]"
7400.0,"(0.00367, 0.00468]"
15166.0,"(0.00214, 0.00287]"
9122.0,"(0.00287, 0.00367]"
0.0,"(0.04, 12.67]"
4070.0,"(0.00468, 0.00649]"
5076.0,"(0.00214, 0.00287]"
39887.0,"(-0.001, 0.000309]"
9500.0,"(0.00287, 0.00367]"
7581.0,"(0.00287, 0.00367]"
2875.0,"(-0.001, 0.000309]"
11945.0,"(0.00367, 0.00468]"
9500.0,"(0.00367, 0.00468]"
11500.0,"(0.00649, 0.04]"
3603.0,"(0.00468, 0.00649]"
8000.0,"(0.00287, 0.00367]"
2000.0,"(-0.001, 0.000309]"
3100.0,"(0.00468, 0.00649]"
1600.0,"(0.00287, 0.00367]"
8400.0,"(0.00649, 0.04]"
7663.0,"(0.00367, 0.00468]"
5900.0,"(0.00287, 0.00367]"
8500.0,"(0.00367, 0.00468]"
4000.0,"(0.000309, 0.00134]"
6200.0,"(0.00468, 0.00649]"
8000.0,"(-0.001, 0.000309]"
6488.0,"(0.00649, 0.04]"
4600.0,"(0.000309, 0.00134]"
11280.0,"(0.00214, 0.00287]"
3800.0,"(0.000309, 0.00134]"
2997.0,"(0.00649, 0.04]"
10000.0,"(0.00287, 0.00367]"
14322.0,"(0.00468, 0.00649]"
6043.0,"(0.00214, 0.00287]"
5854.0,"(0.00214, 0.00287]"
3500.0,"(0.00649, 0.04]"
6600.0,"(0.00367, 0.00468]"
12000.0,"(0.00468, 0.00649]"
6292.0,"(0.00468, 0.00649]"
3600.0,"(-0.001, 0.000309]"
8000.0,"(0.00468, 0.00649]"
3230.0,"(0.000309, 0.00134]"
1.0,"(12.67, 3296.64]"
5416.0,"(0.000309, 0.00134]"
12500.0,"(0.000309, 0.00134]"
12134.0,"(-0.001, 0.000309]"
2750.0,"(-0.001, 0.000309]"
8642.0,"(0.00367, 0.00468]"
10038.0,"(0.00134, 0.00214]"
3800.0,"(0.00649, 0.04]"
4166.0,"(0.00134, 0.00214]"
4830.0,"(0.000309, 0.00134]"
3000.0,"(0.00649, 0.04]"
20000.0,"(0.00134, 0.00214]"
0.0,"(0.04, 12.67]"
11667.0,"(0.00214, 0.00287]"
4892.0,"(0.00214, 0.00287]"
8572.0,"(0.00214, 0.00287]"
6000.0,"(0.00214, 0.00287]"
4019.0,"(0.00649, 0.04]"
25833.0,"(0.00287, 0.00367]"
13583.0,"(0.00214, 0.00287]"
9936.0,"(0.00649, 0.04]"
6916.0,"(0.00134, 0.00214]"
11137.0,"(0.00134, 0.00214]"
6000.0,"(0.00134, 0.00214]"
4166.0,"(0.00287, 0.00367]"
5500.0,"(0.00214, 0.00287]"
7409.0,"(0.00287, 0.00367]"
1500.0,"(0.00367, 0.00468]"
3079.0,"(0.00468, 0.00649]"
3495.0,"(0.00468, 0.00649]"
6200.0,"(0.00367, 0.00468]"
8925.0,"(0.00214, 0.00287]"
2655.0,"(0.00468, 0.00649]"
3000.0,"(0.00367, 0.00468]"
3507.0,"(0.00367, 0.00468]"
25000.0,"(0.00134, 0.00214]"
3000.0,"(0.00134, 0.00214]"
4100.0,"(0.00367, 0.00468]"
2150.0,"(-0.001, 0.000309]"
5000.0,"(0.00367, 0.00468]"
6000.0,"(0.00649, 0.04]"
16669.0,"(0.00214, 0.00287]"
6666.0,"(0.00214, 0.00287]"
7620.0,"(0.00214, 0.00287]"
3054.0,"(-0.001, 0.000309]"
13750.0,"(0.000309, 0.00134]"
4793.0,"(0.00214, 0.00287]"
6666.0,"(0.00287, 0.00367]"
5709.0,"(0.000309, 0.00134]"
6828.0,"(0.00134, 0.00214]"
2400.0,"(0.00649, 0.04]"
9383.0,"(0.00287, 0.00367]"
10000.0,"(0.00214, 0.00287]"
13150.0,"(0.00468, 0.00649]"
1.0,"(0.04, 12.67]"
8039.0,"(0.00367, 0.00468]"
8064.0,"(0.000309, 0.00134]"
2562.0,"(0.00649, 0.04]"
4583.0,"(0.00134, 0.00214]"
4096.0,"(0.00214, 0.00287]"
4967.0,"(0.00287, 0.00367]"
3400.0,"(-0.001, 0.000309]"
1.0,"(-0.001, 0.000309]"
8300.0,"(0.00134, 0.00214]"
12516.0,"(0.00468, 0.00649]"
5068.0,"(0.00214, 0.00287]"
2500.0,"(0.000309, 0.00134]"
8333.0,"(0.00287, 0.00367]"
1334.0,"(-0.001, 0.000309]"
5681.0,"(0.00287, 0.00367]"
1000.0,"(0.000309, 0.00134]"
25400.0,"(0.00134, 0.00214]"
13200.0,"(0.000309, 0.00134]"
2272.0,"(-0.001, 0.000309]"
0.0,"(0.04, 12.67]"
6841.0,"(0.00214, 0.00287]"
6175.0,"(0.000309, 0.00134]"
6833.0,"(0.00134, 0.00214]"
5500.0,"(0.00468, 0.00649]"
3500.0,"(0.00214, 0.00287]"
10900.0,"(0.00287, 0.00367]"
1730.0,"(0.000309, 0.00134]"
12000.0,"(0.000309, 0.00134]"
13650.0,"(-0.001, 0.000309]"
3092.0,"(0.00649, 0.04]"
11608.0,"(0.00287, 0.00367]"
1477.0,"(0.00134, 0.00214]"
5198.0,"(0.00468, 0.00649]"
14380.0,"(0.000309, 0.00134]"
12500.0,"(0.00287, 0.00367]"
10731.0,"(0.00468, 0.00649]"
5000.0,"(0.00468, 0.00649]"
2850.0,"(0.00649, 0.04]"
6500.0,"(0.00367, 0.00468]"
8127.0,"(0.00134, 0.00214]"
3000.0,"(0.00468, 0.00649]"
5800.0,"(0.00367, 0.00468]"
2500.0,"(0.00649, 0.04]"
5954.0,"(0.00649, 0.04]"
3064.0,"(0.00367, 0.00468]"
5459.0,"(0.00214, 0.00287]"
7500.0,"(0.00134, 0.00214]"
6438.0,"(0.00214, 0.00287]"
5000.0,"(0.00214, 0.00287]"
4500.0,"(0.00134, 0.00214]"
10500.0,"(0.00134, 0.00214]"
31250.0,"(0.00134, 0.00214]"
1508.0,"(0.000309, 0.00134]"
2700.0,"(0.00134, 0.00214]"
6550.0,"(0.00367, 0.00468]"
5670.0,"(-0.001, 0.000309]"
4187.0,"(0.00134, 0.00214]"
17050.0,"(0.00367, 0.00468]"
3161.0,"(0.000309, 0.00134]"
10675.0,"(0.00367, 0.00468]"
21000.0,"(0.00287, 0.00367]"
5847.0,"(0.00287, 0.00367]"
5000.0,"(0.00287, 0.00367]"
16540.0,"(-0.001, 0.000309]"
8300.0,"(0.00214, 0.00287]"
4000.0,"(0.00649, 0.04]"
5833.0,"(0.00134, 0.00214]"
6666.0,"(-0.001, 0.000309]"
10168.0,"(0.00287, 0.00367]"
4366.0,"(0.00214, 0.00287]"
7599.0,"(0.00287, 0.00367]"
696.0,"(0.04, 12.67]"
4431.0,"(0.00468, 0.00649]"
4467.0,"(0.000309, 0.00134]"
7750.0,"(0.00287, 0.00367]"
3374.0,"(0.00468, 0.00649]"
11749.0,"(0.000309, 0.00134]"
3200.0,"(0.000309, 0.00134]"
8833.0,"(0.00367, 0.00468]"
3700.0,"(0.00468, 0.00649]"
7752.0,"(0.00468, 0.00649]"
6000.0,"(-0.001, 0.000309]"
4500.0,"(0.00468, 0.00649]"
7458.0,"(0.00367, 0.00468]"
820.0,"(-0.001, 0.000309]"
6666.0,"(0.00367, 0.00468]"
3083.0,"(-0.001, 0.000309]"
10000.0,"(0.00287, 0.00367]"
7397.0,"(0.00214, 0.00287]"
3636.0,"(0.00214, 0.00287]"
6161.0,"(0.00214, 0.00287]"
8946.0,"(0.00367, 0.00468]"
0.0,"(0.04, 12.67]"
7430.0,"(0.00287, 0.00367]"
1338.0,"(-0.001, 0.000309]"
10833.0,"(0.00214, 0.00287]"
7291.0,"(0.00367, 0.00468]"
8006.0,"(0.00367, 0.00468]"
4948.0,"(0.00287, 0.00367]"
12867.0,"(0.00367, 0.00468]"
8900.0,"(0.00468, 0.00649]"
2300.0,"(-0.001, 0.000309]"
10309.0,"(0.00134, 0.00214]"
9219.0,"(0.00287, 0.00367]"
7661.0,"(-0.001, 0.000309]"
3523.0,"(-0.001, 0.000309]"
7566.0,"(0.00367, 0.00468]"
10500.0,"(-0.001, 0.000309]"
6180.0,"(0.00468, 0.00649]"
2963.0,"(0.00649, 0.04]"
7550.0,"(0.00214, 0.00287]"
4500.0,"(0.00468, 0.00649]"
2590.0,"(0.00367, 0.00468]"
3803.0,"(0.00649, 0.04]"
8500.0,"(0.00134, 0.00214]"
17167.0,"(0.00214, 0.00287]"
6128.0,"(0.00367, 0.00468]"
0.0,"(12.67, 3296.64]"
1000.0,"(0.00468, 0.00649]"
5500.0,"(0.000309, 0.00134]"
10075.0,"(0.00214, 0.00287]"
5833.0,"(-0.001, 0.000309]"
2500.0,"(0.000309, 0.00134]"
5200.0,"(0.00468, 0.00649]"
4824.0,"(0.00468, 0.00649]"
6500.0,"(0.00287, 0.00367]"
3520.0,"(0.00367, 0.00468]"
1941.0,"(0.00649, 0.04]"
1070.0,"(0.00649, 0.04]"
2800.0,"(0.00468, 0.00649]"
7353.0,"(0.00367, 0.00468]"
7310.0,"(0.00367, 0.00468]"
1115.0,"(0.00214, 0.00287]"
6030.0,"(0.00287, 0.00367]"
7200.0,"(0.000309, 0.00134]"
2250.0,"(0.00649, 0.04]"
5833.0,"(0.00468, 0.00649]"
16600.0,"(0.00134, 0.00214]"
10444.0,"(0.00214, 0.00287]"
3500.0,"(0.00134, 0.00214]"
4000.0,"(0.00649, 0.04]"
9077.0,"(0.00468, 0.00649]"
10000.0,"(0.000309, 0.00134]"
3083.0,"(0.00468, 0.00649]"
3335.0,"(0.000309, 0.00134]"
18750.0,"(0.00214, 0.00287]"
6666.0,"(0.00287, 0.00367]"
11285.0,"(0.00287, 0.00367]"
3150.0,"(0.00214, 0.00287]"
4854.0,"(0.00367, 0.00468]"
4850.0,"(0.00214, 0.00287]"
8500.0,"(0.00214, 0.00287]"
2083.0,"(0.00649, 0.04]"
6359.0,"(0.00367, 0.00468]"
6100.0,"(0.00134, 0.00214]"
15000.0,"(0.00287, 0.00367]"
9483.0,"(0.00367, 0.00468]"
1358.0,"(0.000309, 0.00134]"
7977.0,"(0.00468, 0.00649]"
2950.0,"(0.00367, 0.00468]"
0.0,"(0.04, 12.67]"
4800.0,"(0.00214, 0.00287]"
6352.0,"(0.00134, 0.00214]"
3900.0,"(0.00468, 0.00649]"
4800.0,"(0.00367, 0.00468]"
7083.0,"(0.00287, 0.00367]"
19000.0,"(0.00134, 0.00214]"
5330.0,"(0.00649, 0.04]"
4750.0,"(0.00214, 0.00287]"
6400.0,"(0.00287, 0.00367]"
3466.0,"(0.00649, 0.04]"
6000.0,"(0.00367, 0.00468]"
16000.0,"(0.00367, 0.00468]"
1.0,"(0.00649, 0.04]"
3200.0,"(0.00649, 0.04]"
6175.0,"(-0.001, 0.000309]"
6000.0,"(0.00134, 0.00214]"
1901.0,"(0.00649, 0.04]"
5833.0,"(0.00649, 0.04]"
2582.0,"(0.000309, 0.00134]"
12190.0,"(0.00287, 0.00367]"
2736.0,"(0.00214, 0.00287]"
5833.0,"(0.00468, 0.00649]"
8000.0,"(0.00214, 0.00287]"
7500.0,"(-0.001, 0.000309]"
4435.0,"(0.00214, 0.00287]"
5000.0,"(0.00287, 0.00367]"
12500.0,"(-0.001, 0.000309]"
3109.0,"(0.00649, 0.04]"
1998.0,"(0.00649, 0.04]"
13833.0,"(0.00134, 0.00214]"
10000.0,"(0.00214, 0.00287]"
4200.0,"(0.000309, 0.00134]"
0.0,"(12.67, 3296.64]"
3216.0,"(-0.001, 0.000309]"
2750.0,"(0.00649, 0.04]"
2178.0,"(0.00649, 0.04]"
5116.0,"(0.00649, 0.04]"
3200.0,"(-0.001, 0.000309]"
11362.0,"(0.00214, 0.00287]"
4167.0,"(0.00649, 0.04]"
2914.0,"(0.00367, 0.00468]"
4800.0,"(0.00287, 0.00367]"
11789.0,"(0.00287, 0.00367]"
3014.0,"(0.00134, 0.00214]"
13800.0,"(0.00287, 0.00367]"
15199.0,"(0.00287, 0.00367]"
8583.0,"(0.00134, 0.00214]"
4166.0,"(0.00367, 0.00468]"
5167.0,"(0.00468, 0.00649]"
3500.0,"(0.00134, 0.00214]"
5500.0,"(0.00367, 0.00468]"
16500.0,"(0.00214, 0.00287]"
3200.0,"(0.00468, 0.00649]"
5150.0,"(0.00214, 0.00287]"
2900.0,"(-0.001, 0.000309]"
0.0,"(12.67, 3296.64]"
7000.0,"(0.00287, 0.00367]"
3800.0,"(0.00367, 0.00468]"
4400.0,"(0.00649, 0.04]"
12299.0,"(0.00134, 0.00214]"
6000.0,"(0.00468, 0.00649]"
3500.0,"(0.000309, 0.00134]"
7349.0,"(0.00649, 0.04]"
13000.0,"(0.00214, 0.00287]"
7036.0,"(0.00134, 0.00214]"
3282.0,"(0.00468, 0.00649]"
2400.0,"(0.00649, 0.04]"
3666.0,"(0.00649, 0.04]"
1618.0,"(0.00287, 0.00367]"
7500.0,"(0.00214, 0.00287]"
6900.0,"(0.00649, 0.04]"
3541.0,"(0.00214, 0.00287]"
4415.0,"(0.00214, 0.00287]"
2676.0,"(0.00649, 0.04]"
2923.0,"(0.000309, 0.00134]"
8333.0,"(-0.001, 0.000309]"
2395.0,"(0.00134, 0.00214]"
2017.0,"(0.00649, 0.04]"
764.0,"(0.00649, 0.04]"
1700.0,"(0.00649, 0.04]"
11666.0,"(0.000309, 0.00134]"
3077.0,"(0.00649, 0.04]"
14000.0,"(0.00214, 0.00287]"
4800.0,"(0.00367, 0.00468]"
9200.0,"(0.00367, 0.00468]"
1200.0,"(0.00649, 0.04]"
4990.0,"(0.000309, 0.00134]"
3700.0,"(0.00287, 0.00367]"
4000.0,"(-0.001, 0.000309]"
14180.0,"(0.00367, 0.00468]"
3900.0,"(0.00134, 0.00214]"
5025.0,"(0.000309, 0.00134]"
0.0,"(0.04, 12.67]"
6635.0,"(0.00287, 0.00367]"
2166.0,"(0.00649, 0.04]"
5833.0,"(0.000309, 0.00134]"
3100.0,"(0.00134, 0.00214]"
1466.0,"(-0.001, 0.000309]"
2440.0,"(0.00287, 0.00367]"
2298.0,"(-0.001, 0.000309]"
3000.0,"(0.00214, 0.00287]"
1833.0,"(-0.001, 0.000309]"
2587.0,"(-0.001, 0.000309]"
4033.0,"(0.00649, 0.04]"
15633.0,"(0.00649, 0.04]"
3600.0,"(0.00287, 0.00367]"
10500.0,"(0.000309, 0.00134]"
10260.0,"(0.00214, 0.00287]"
8283.0,"(0.00468, 0.00649]"
18850.0,"(-0.001, 0.000309]"
11113.0,"(0.00367, 0.00468]"
7083.0,"(0.000309, 0.00134]"
9286.0,"(0.00287, 0.00367]"
4458.0,"(0.00287, 0.00367]"
5833.0,"(0.000309, 0.00134]"
4583.0,"(0.000309, 0.00134]"
5500.0,"(0.000309, 0.00134]"
3989.0,"(0.00287, 0.00367]"
1932.0,"(0.00134, 0.00214]"
6082.0,"(0.00367, 0.00468]"
3551.0,"(0.00287, 0.00367]"
5000.0,"(0.00367, 0.00468]"
8733.0,"(0.00214, 0.00287]"
3500.0,"(0.00367, 0.00468]"
16583.0,"(0.00134, 0.00214]"
4322.0,"(0.00367, 0.00468]"
25833.0,"(0.00134, 0.00214]"
1100.0,"(0.00649, 0.04]"
3800.0,"(-0.001, 0.000309]"
2500.0,"(0.00214, 0.00287]"
7500.0,"(0.00134, 0.00214]"
1400.0,"(0.00468, 0.00649]"
3332.0,"(0.00649, 0.04]"
2200.0,"(0.00287, 0.00367]"
7933.0,"(0.000309, 0.00134]"
3839.0,"(0.00134, 0.00214]"
2500.0,"(0.000309, 0.00134]"
5600.0,"(0.00287, 0.00367]"
0.0,"(12.67, 3296.64]"
6283.0,"(0.00134, 0.00214]"
3200.0,"(0.00468, 0.00649]"
4000.0,"(-0.001, 0.000309]"
2455.0,"(0.000309, 0.00134]"
4089.0,"(0.00367, 0.00468]"
9000.0,"(-0.001, 0.000309]"
5800.0,"(0.00287, 0.00367]"
5600.0,"(0.000309, 0.00134]"
3477.0,"(-0.001, 0.000309]"
10015.0,"(0.00287, 0.00367]"
6666.0,"(0.00134, 0.00214]"
3750.0,"(0.00468, 0.00649]"
2420.0,"(0.00649, 0.04]"
4400.0,"(0.00287, 0.00367]"
5775.0,"(0.000309, 0.00134]"
3833.0,"(0.000309, 0.00134]"
2739.0,"(-0.001, 0.000309]"
1.0,"(0.04, 12.67]"
5700.0,"(-0.001, 0.000309]"
4462.0,"(0.00468, 0.00649]"
1800.0,"(0.00134, 0.00214]"
7954.0,"(0.00134, 0.00214]"
11500.0,"(0.00367, 0.00468]"
6363.0,"(0.00468, 0.00649]"
5483.0,"(0.00367, 0.00468]"
0.0,"(0.04, 12.67]"
10223.0,"(0.000309, 0.00134]"
2000.0,"(0.00287, 0.00367]"
550.0,"(0.000309, 0.00134]"
9000.0,"(0.00134, 0.00214]"
3333.0,"(-0.001, 0.000309]"
3600.0,"(0.00134, 0.00214]"
10000.0,"(0.00287, 0.00367]"
7500.0,"(0.00649, 0.04]"
6334.0,"(0.00287, 0.00367]"
3300.0,"(0.00468, 0.00649]"
5937.0,"(0.00367, 0.00468]"
13775.0,"(0.00649, 0.04]"
8500.0,"(0.00468, 0.00649]"
11038.0,"(-0.001, 0.000309]"
4250.0,"(0.00468, 0.00649]"
5500.0,"(0.00649, 0.04]"
16600.0,"(0.00214, 0.00287]"
12001.0,"(-0.001, 0.000309]"
17833.0,"(0.000309, 0.00134]"
5833.0,"(0.00468, 0.00649]"
7462.0,"(-0.001, 0.000309]"
9000.0,"(0.00367, 0.00468]"
5800.0,"(0.00468, 0.00649]"
6377.0,"(0.00367, 0.00468]"
14000.0,"(0.00214, 0.00287]"
4166.0,"(0.00468, 0.00649]"
7124.0,"(0.00367, 0.00468]"
7160.0,"(0.00287, 0.00367]"
4460.0,"(0.00214, 0.00287]"
3580.0,"(0.00287, 0.00367]"
5900.0,"(0.00649, 0.04]"
8918.0,"(0.00134, 0.00214]"
4330.0,"(0.00367, 0.00468]"
6291.0,"(0.00214, 0.00287]"
7000.0,"(0.00214, 0.00287]"
2250.0,"(0.00214, 0.00287]"
2400.0,"(0.00649, 0.04]"
5324.0,"(0.00367, 0.00468]"
7500.0,"(0.00287, 0.00367]"
7500.0,"(0.00287, 0.00367]"
3750.0,"(0.000309, 0.00134]"
5833.0,"(0.000309, 0.00134]"
4166.0,"(0.00367, 0.00468]"
12000.0,"(0.00367, 0.00468]"
8254.0,"(-0.001, 0.000309]"
0.0,"(-0.001, 0.000309]"
1553.0,"(0.000309, 0.00134]"
6166.0,"(0.00367, 0.00468]"
3100.0,"(-0.001, 0.000309]"
7000.0,"(-0.001, 0.000309]"
6638.0,"(0.00468, 0.00649]"
5984.0,"(0.00367, 0.00468]"
5166.0,"(0.00367, 0.00468]"
2000.0,"(0.00649, 0.04]"
5283.0,"(-0.001, 0.000309]"
3700.0,"(0.000309, 0.00134]"
4600.0,"(0.00367, 0.00468]"
11909.0,"(0.00367, 0.00468]"
10400.0,"(0.00134, 0.00214]"
4100.0,"(0.00287, 0.00367]"
4500.0,"(0.000309, 0.00134]"
3340.0,"(0.00214, 0.00287]"
5083.0,"(0.00367, 0.00468]"
4000.0,"(-0.001, 0.000309]"
5450.0,"(0.00134, 0.00214]"
15000.0,"(-0.001, 0.000309]"
1626.0,"(-0.001, 0.000309]"
9240.0,"(0.00649, 0.04]"
3666.0,"(0.00649, 0.04]"
3000.0,"(0.00649, 0.04]"
12000.0,"(0.00367, 0.00468]"
7540.0,"(0.00287, 0.00367]"
9200.0,"(0.00214, 0.00287]"
3140.0,"(0.00649, 0.04]"
6591.0,"(0.000309, 0.00134]"
7018.0,"(0.00468, 0.00649]"
5489.0,"(0.00367, 0.00468]"
7300.0,"(0.00649, 0.04]"
7085.0,"(0.00468, 0.00649]"
5500.0,"(0.00649, 0.04]"
2419.0,"(0.00649, 0.04]"
6496.0,"(0.00287, 0.00367]"
4192.0,"(-0.001, 0.000309]"
5179.0,"(0.000309, 0.00134]"
4583.0,"(0.000309, 0.00134]"
2400.0,"(0.00649, 0.04]"
5253.0,"(0.00468, 0.00649]"
7937.0,"(-0.001, 0.000309]"
5543.0,"(0.000309, 0.00134]"
764.0,"(0.00649, 0.04]"
9733.0,"(0.00367, 0.00468]"
6846.0,"(0.000309, 0.00134]"
14148.0,"(0.00214, 0.00287]"
5333.0,"(0.00134, 0.00214]"
6916.0,"(0.00649, 0.04]"
5833.0,"(-0.001, 0.000309]"
0.0,"(12.67, 3296.64]"
15940.0,"(0.00367, 0.00468]"
1916.0,"(0.00468, 0.00649]"
2659.0,"(0.000309, 0.00134]"
2200.0,"(-0.001, 0.000309]"
6166.0,"(0.00367, 0.00468]"
4800.0,"(0.00287, 0.00367]"
4666.0,"(0.000309, 0.00134]"
7000.0,"(0.00649, 0.04]"
1790.0,"(-0.001, 0.000309]"
12833.0,"(-0.001, 0.000309]"
12248.0,"(0.00287, 0.00367]"
3500.0,"(0.00367, 0.00468]"
4150.0,"(0.00649, 0.04]"
17115.0,"(0.000309, 0.00134]"
5833.0,"(0.00214, 0.00287]"
2800.0,"(0.000309, 0.00134]"
7317.0,"(0.00468, 0.00649]"
4100.0,"(0.000309, 0.00134]"
2300.0,"(-0.001, 0.000309]"
2250.0,"(0.00468, 0.00649]"
10100.0,"(0.00287, 0.00367]"
0.0,"(12.67, 3296.64]"
6056.0,"(0.00367, 0.00468]"
4144.0,"(-0.001, 0.000309]"
9666.0,"(0.00367, 0.00468]"
4882.0,"(0.00468, 0.00649]"
5500.0,"(0.00134, 0.00214]"
1600.0,"(0.00214, 0.00287]"
8000.0,"(0.00134, 0.00214]"
40000.0,"(0.000309, 0.00134]"
3000.0,"(0.000309, 0.00134]"
7175.0,"(0.000309, 0.00134]"
8464.0,"(0.00134, 0.00214]"
0.0,"(12.67, 3296.64]"
10500.0,"(-0.001, 0.000309]"
6890.0,"(0.00214, 0.00287]"
4593.0,"(0.00134, 0.00214]"
2220.0,"(-0.001, 0.000309]"
2334.0,"(-0.001, 0.000309]"
9166.0,"(0.00287, 0.00367]"
6250.0,"(0.00649, 0.04]"
8354.0,"(0.00468, 0.00649]"
5159.0,"(0.00468, 0.00649]"
10500.0,"(0.00214, 0.00287]"
4323.0,"(0.00214, 0.00287]"
4500.0,"(0.00468, 0.00649]"
16666.0,"(0.00367, 0.00468]"
23750.0,"(0.00134, 0.00214]"
4000.0,"(0.00649, 0.04]"
6000.0,"(0.00367, 0.00468]"
1567.0,"(-0.001, 0.000309]"
3002.0,"(0.00134, 0.00214]"
4200.0,"(-0.001, 0.000309]"
8314.0,"(0.00287, 0.00367]"
1400.0,"(0.00649, 0.04]"
10000.0,"(0.00287, 0.00367]"
6155.0,"(0.00468, 0.00649]"
2600.0,"(0.00649, 0.04]"
3500.0,"(0.00367, 0.00468]"
3952.0,"(-0.001, 0.000309]"
2500.0,"(0.000309, 0.00134]"
11054.0,"(0.000309, 0.00134]"
4118.0,"(0.00134, 0.00214]"
2500.0,"(0.00468, 0.00649]"
3750.0,"(-0.001, 0.000309]"
6183.0,"(0.00214, 0.00287]"
1897.0,"(0.00468, 0.00649]"
6000.0,"(0.00649, 0.04]"
18086.0,"(0.00287, 0.00367]"
8258.0,"(0.00367, 0.00468]"
7000.0,"(0.00134, 0.00214]"
6006.0,"(0.00649, 0.04]"
6000.0,"(0.00367, 0.00468]"
3540.0,"(0.00134, 0.00214]"
8000.0,"(-0.001, 0.000309]"
960.0,"(-0.001, 0.000309]"
4320.0,"(0.00649, 0.04]"
6250.0,"(0.00134, 0.00214]"
2416.0,"(0.00649, 0.04]"
2100.0,"(0.000309, 0.00134]"
3425.0,"(0.00134, 0.00214]"
2320.0,"(-0.001, 0.000309]"
3316.0,"(0.00134, 0.00214]"
2940.0,"(0.000309, 0.00134]"
4000.0,"(0.00649, 0.04]"
3845.0,"(0.00214, 0.00287]"
1500.0,"(0.000309, 0.00134]"
3450.0,"(0.00367, 0.00468]"
3300.0,"(0.00134, 0.00214]"
10000.0,"(0.00649, 0.04]"
4891.0,"(0.00134, 0.00214]"
2300.0,"(0.000309, 0.00134]"
2700.0,"(0.00367, 0.00468]"
3450.0,"(0.000309, 0.00134]"
929.0,"(-0.001, 0.000309]"
3500.0,"(0.00134, 0.00214]"
4850.0,"(0.00287, 0.00367]"
4921.0,"(0.000309, 0.00134]"
3000.0,"(0.00134, 0.00214]"
1983.0,"(0.00367, 0.00468]"
6914.0,"(0.00214, 0.00287]"
9500.0,"(0.00287, 0.00367]"
6000.0,"(0.00214, 0.00287]"
3916.0,"(0.00367, 0.00468]"
650.0,"(-0.001, 0.000309]"
1482.0,"(0.000309, 0.00134]"
0.0,"(0.04, 12.67]"
6000.0,"(0.00367, 0.00468]"
3606.0,"(0.00468, 0.00649]"
10000.0,"(0.000309, 0.00134]"
5416.0,"(0.00214, 0.00287]"
8833.0,"(0.00468, 0.00649]"
4676.0,"(-0.001, 0.000309]"
4500.0,"(0.00468, 0.00649]"
8400.0,"(0.00287, 0.00367]"
13070.0,"(-0.001, 0.000309]"
1500.0,"(0.00649, 0.04]"
3534.0,"(0.00287, 0.00367]"
5417.0,"(0.00367, 0.00468]"
1907.0,"(0.00134, 0.00214]"
4860.0,"(0.00134, 0.00214]"
6000.0,"(0.000309, 0.00134]"
4700.0,"(0.00134, 0.00214]"
15500.0,"(0.00214, 0.00287]"
2910.0,"(0.00134, 0.00214]"
7500.0,"(0.00468, 0.00649]"
7884.0,"(0.00468, 0.00649]"
4125.0,"(-0.001, 0.000309]"
5833.0,"(-0.001, 0.000309]"
7520.0,"(0.00134, 0.00214]"
8650.0,"(0.00468, 0.00649]"
3734.0,"(0.00287, 0.00367]"
3800.0,"(0.00134, 0.00214]"
3026.0,"(0.000309, 0.00134]"
8200.0,"(0.00367, 0.00468]"
4266.0,"(0.00367, 0.00468]"
3000.0,"(0.00287, 0.00367]"
7507.0,"(0.00134, 0.00214]"
2500.0,"(0.00134, 0.00214]"
3100.0,"(0.00134, 0.00214]"
5000.0,"(0.00367, 0.00468]"
4266.0,"(0.00367, 0.00468]"
11266.0,"(0.00287, 0.00367]"
3300.0,"(0.00287, 0.00367]"
1911.0,"(0.00649, 0.04]"
1200.0,"(0.000309, 0.00134]"
12094.0,"(0.000309, 0.00134]"
4210.0,"(0.00134, 0.00214]"
7041.0,"(0.00134, 0.00214]"
3091.0,"(0.00287, 0.00367]"
2519.0,"(0.00468, 0.00649]"
